"";"ref_num";"access_num";"DOI";"authors";"title";"abstract";"keywords";"year";"journal";"WOS_categories";"big_taxa";"taxa";"matched_canonical";"superkingdom";"kingdom";"phylum";"subphylum";"superclass";"class";"subclass";"infraclass";"superorder";"order";"suborder";"infraorder";"superfamily";"family";"subfamily";"tribe";"genus";"species";"infraspecies"
"234";"REF0234";"WOS:000439325400013";"10.1096/fj.201701457R";"Lv, ZP ; Fan, H ; Zhang, BB ; Ning, C ; Xing, K ; Guo, YM";"Dietary genistein supplementation in laying broiler breeder hens alters the development and metabolism of offspring embryos as revealed by hepatic transcriptome analysis";"Genistein (GEN) is a type of isoflavone mainly derived from soy products. In this experiment, we added 40 and 400 mg/kg GEN to the diet of laying broiler breeder hens to clarify the maternal effects of GEN on the development and metabolism of chick embryos. GEN treatment at 40 mg/kg increased embryonic length, weight, and liver index, as well as the width of the proliferative zone in the tibial growth plate of chick embryos. Gene ontology (GO) cluster analysis of the hepatic transcriptome showed that GEN treatment promoted embryonic development and cell proliferation. Low-dose GEN treatment increased insulin growth factor-binding protein (IGFBP)3 mRNA expression in the embryonic liver, whereas high-dose GEN treatment increased IGFBP5 expression and activated the apoptosis and protein tyrosine kinase signaling pathways. Furthermore, adding supplemental GEN to the diet of hens promoted the glycolysis process in the embryonic liver through the insulin-signaling pathway, upregulated target genes (phosphoglucomutase-2, hexokinase 1, dihydroxyacetone phosphate by aldolase, phosphofructokinase, platelet, and enolase 2), and enhanced the transport of carboxylic acids and cholesterol and the synthesis of unsaturated fatty acid (arachidonic acid) in the embryonic liver through upregulation of liver X receptor, sterol regulatory element-binding protein 1, and patatin-like phospholipase A. Additionally, GEN treatment increased fatty acid -oxidation and Na+/K+-ATPase activity in the embryonic liver through activation of peroxisome proliferator-activated receptors (PPARs; PPAR and PPAR) and the AMPK signaling pathway, which could provide energy for embryonic development. In addition, GEN treatment in hens increased superoxide dismutase activity and metallothionein expression in the chick embryonic liver and promoted lymphocyte proliferation through upregulation of mRNA expression of CDKN1A, IL12RB1, Sox11, PRKAR1A, PRKCQ, and TCF3. The improved immunity and antioxidant capacity, as a result of maternal GEN effects, was conducive to embryonic development. In summary, the addition of GEN to the diet of laying broiler breeder hens significantly promoted the development and metabolism of chick embryos.Lv, Z., Fan, H., Zhang, B., Ning, C., Xing, K., Guo, Y. Dietary genistein supplementation in laying broiler breeder hens alters the development and metabolism of offspring embryos as revealed by hepatic transcriptome analysis.";"genistein; embryo; transcriptome; metabolism; development";2018;"FASEB JOURNAL";"Biochemistry & Molecular Biology; Biology; Cell Biology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"235";"REF0235";"WOS:000438781400003";"10.1016/j.ijppaw.2018.03.004";"Matsubayashi, M ; Tsuchida, S ; Ushida, K ; Murata, K";"Surveillance of Eimeria species in wild Japanese rock ptarmigans, Lagopus muta japonica, and insight into parasitic seasonal life cycle at timberline regions of the Japanese Alps";"The Japanese rock ptarmigan, Lagopus muta japonica, inhabits the alpine zone of mountainous areas at 3000 m above sea level. Since L. m. japonica is endangered due to a decline in the overall population, controlling infectious diseases such as those caused by protozoan parasites is a critical factor in the conservation of this species. Although Eimeria spp. are considered to have a negative impact on Japanese rock ptarmigan populations, the ecological interactions between the parasites and their hosts have not yet been fully clarified. We therefore conducted seasonal surveys of the prevalence of Eimeria spp. in Japanese rock ptarmigan populations. In addition, we recorded the ambient temperature in ptarmigan habitat and characterized the ability of eimerian isolates to acquire infectivity. Eimeria spp. were detected in 217 of 520 (41.7%) Japanese rock ptarmigan fecal samples in 2006 and in 177 of 308 (57.5%) fecal samples in 2007. Specifically, we observed two types of oocysts characteristic of E. uekii and type B. In adult birds and chicks, infection rates increased towards August (summer) and then decreased as the temperature decreased toward November (winter). Oocyst counts per gram (OPG) of feces peaked in August in adults and chicks, and OPG values were markedly higher in chicks than in adults. Isolated Eimeria spp. oocysts sporulated at temperatures as low as 8 degrees C and remained viable after being stored at 4 degrees C for 6 months. Our findings suggest that Eimeria spp. can complete their annual lifecycle in the cold timberline regions inhabited by the host, the Japanese rock ptarmigan, and that Eimeria spp. infection is widespread in the bird populations examined.";"Conservation; Ecological epidemiology; Eimeria; Japanese Alps; Japanese rock ptarmigan";2018;"INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE";"Ecology; Parasitology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"236";"REF0236";"WOS:000436024500001";"10.1007/s10344-018-1199-5";"Madden, JR ; Hall, A ; Whiteside, MA";"Why do many pheasants released in the UK die, and how can we best reduce their natural mortality?";"Around 60% of pheasants released for shooting in the UK, an estimated 21 million birds, do not end up at their intended fate: being shot. This constitutes wastage, raising economic, environmental and ethical questions. We review what is known of the fates of released pheasants and consider why they do not directly contribute to the numbers harvested. We focus on four main explanations: predation, disease, starvation and dispersal, and highlight other important causes of mortality. For each explanation, we attempt to attribute levels of loss and identify timings or conditions when such losses may be heaviest. We review factors that exacerbate losses and methods available to mitigate them. Opportunities for amelioration may arise at all stages of the rearing and release of pheasants and involve changes to the conditions under which eggs are produced, the way young pheasants are reared or the management of the environment into which they are released. We found few studies investigating impacts of post-release management techniques on pheasant survival outside of the breeding season within a UK context. We found that a number of less commonly deployed practices focusing on early-life, pre-release management may improve survival. Given the scale of pheasant releasing in the UK, even improvements in survival of 1% would mean that similar to 350,000 fewer birds die of natural causes. Complementing current post-release management with proven novel pre-release management interventions could reduce the number of pheasants required for release, whilst maintaining current shooting levels. Lowering release numbers would lower financial costs, benefit the environment and reduce some ethical concerns over the release and shooting of reared pheasants.";"Phasianus colchicus; Game shooting; Non-native; Artificial rearing; Mortality";2018;"EUROPEAN JOURNAL OF WILDLIFE RESEARCH";"Ecology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"237";"REF0237";"WOS:000435889100006";"10.1016/j.ygcen.2017.07.024";"Tsutsui, K ; Osugi, T ; Son, YL ; Ubuka, T";"Review: Structure, function and evolution of GnIH";"Neuropeptides that possess the Arg-Phe-NH2 motif at their C-termini (i.e., RFamide peptides) have been characterized in the nervous system of both invertebrates and vertebrates. In vertebrates, RFamide peptides make a family and consist of the groups of gonadotropin-inhibitory hormone (GnIH), neuropeptide FF (NPFF), prolactin-releasing peptide (PrRP), kisspeptin (kiss1 and kiss2), and pyroglutamylated RFamide peptide/26RFamide peptide (QRFP/26RFa). It now appears that these vertebrate RFamide peptides exert important neuroendocrine, behavioral, sensory, and autonomic functions. In 2000, GnIH was discovered as a novel hypothalamic RFamide peptide inhibiting gonadotropin release in quail. Subsequent studies have demonstrated that GnIH acts on the brain and pituitary to modulate reproductive physiology and behavior across vertebrates. To clarify the origin and evolution of GnIH, the existence of GnIH was investigated in agnathans, the most ancient lineage of vertebrates, and basal chordates, such as tunicates and cephalochordates (represented by amphioxus). This review first summarizes the structure and function of GnIH and other RFamide peptides, in particular NPFF having a similar C-terminal structure of GnIH, in vertebrates. Then, this review describes the evolutionary origin of GnIH based on the studies in agnathans and basal chordates. (C) 2017 Elsevier Inc. All rights reserved.";"Gonadotropin-inhibitory hormone (GnIH); Gonadotropin-releasing hormone (GnRH); Gonadotropins; Reproduction; Neuropeptide FF (NPFF); RFamide peptides; Molecular evolution; Agnathan; Chordate";2018;"GENERAL AND COMPARATIVE ENDOCRINOLOGY";"Endocrinology & Metabolism; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"REF0238";"WOS:000438866600027";"10.1371/journal.pone.0200544";"Doggett, JW ; Locher, A";"Assessment of northern bobwhite survival and fitness in the West Gulf Coastal Plain ecoregion";"In the West Gulf Coastal Plains (WGCP) northern bobwhite (Colinus virginianus) are declining faster than range-wide averages and such declines have been linked to the consequences of land management. Management for the endangered red-cockaded woodpecker (Picoides borealis) has benefitted northern bobwhite by restoring mature pine-grassland ecosystems in some areas of the region. However, at Felsenthal National Wildlife Refuge, Crossett, Arkansas, USA, the bobwhite population was not increasing despite the availability of seemingly suitable habitat from management for the endangered species. To understand factors that may be affecting bobwhite survival on Felsenthal National Wildlife Refuge we conducted a telemetry study and assessed summer survival, brood survival, and nest success from 1 April- 11 August in 2013 and 1 April- 15 August in 2014. We also calculated home-range sizes and measured microhabitat characteristics around nests. Summer survival rates were 71% (SE = 0.17) and 47% (SE = 0.14); while nest success was 47% (SE = 0.02) and 100% for 2013 and 2014, respectively. Between years, both 95% and 50% kernel home-ranges were not different (pooled, 63.92 +/- 6.07 ha and 14.94 +/- 1.75 ha); however minimum convex polygon home-range sizes were (113.8 +/- 20.1 ha in 2013; and 393.1 +/- 49.0 ha in 2014, P < 0.001). Only numerical differences in microhabitat vegetation characteristics of nest sites and non- nest sites were observed. We suggest management for red-cockaded woodpeckers supports bobwhite populations but only as a buffer against more severe declines. Since bobwhites are declining range-wide, we believe areas federally managed for red-cockaded woodpeckers will become increasingly more important for sustaining regional bobwhite population levels.";NA;2018;"PLOS ONE";"Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"239";"REF0239";"WOS:000433649800001";"10.1016/j.jenvman.2018.03.095";"Naumov, V ; Manton, M ; Elbakidze, M ; Rendenieks, Z ; Priednieks, J ; Uhlianets, S ; Yamelynets, T ; Zhivotov, A ; Angelstam, P";"How to reconcile wood production and biodiversity conservation? The Pan-European boreal forest history gradient as an ""experiment""";"There are currently competing demands on Europe's forests and the finite resources and services that they can offer. Forestry intensification that aims at mitigating climate change and biodiversity conservation is one example. Whether or not these two objectives compete can be evaluated by comparative studies of forest landscapes with different histories. We test the hypothesis that indicators of wood production and biodiversity conservation are inversely related in a gradient of long to short forestry intensification histories. Forest management data containing stand age, volume and tree species were used to model the opportunity for wood production and biodiversity conservation in five north European forest regions representing a gradient in landscape history from very long in the West and short in the East. Wood production indicators captured the supply of coniferous wood and total biomass, as well as current accessibility by transport infrastructure. Biodiversity conservation indicators were based on modelling habitat network functionality for focal bird species dependent on different combinations of stand age and tree species composition representing naturally dynamic forests. In each region we randomly sampled 25 individual 100-km(2) areas with contiguous forest cover. Regarding wood production, Sweden's Bergslagen region had the largest areas of coniferous wood, followed by Vitebsk in Belarus and Zemgale in Latvia. NW Russia's case study regions in Pskov and Komi had the lowest values, except for the biomass indicator. The addition of forest accessibility for transportation made the Belarusian and Swedish study region most suitable for wood and biomass production, followed by Latvia and two study regions in NW Russian. Regarding biodiversity conservation, the overall rank among regions was opposite. Mixed and deciduous habitats were functional in Russia, Belarus and Latvia. Old Scots pine and Norway spruce habitats were only functional in Komi. Thus, different regional forest histories provide different challenges in terms of satisfying both wood production and biodiversity conservation objectives in a forest management unit. These regional differences in northern Europe create opportunities for exchanging experiences among different regional contexts about how to achieve both objectives. We discuss this in the context of land-sharing versus land-sparing. (C) 2018 Elsevier Ltd. All rights reserved.";"Bio-economy; Conservation; Forest policy; Intensification; Land-sharing; Land-sparing; Spatial planning; Sustainable forest management";2018;"JOURNAL OF ENVIRONMENTAL MANAGEMENT";"Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"240";"REF0240";"WOS:000432467700053";"10.1016/j.scitotenv.2018.02.206";"Maul, JD ; Blackstock, C ; Brain, RA";"Derivation of avian dermal LD50 values for dermal exposure models using in vitro percutaneous absorption of [C-14]-atrazine through rat, mallard, and northern bobwhite full thickness skin";"Understanding dermal exposure is important for higher-tier avian ecological risk assessments. However, dermal exposure and toxicity are often unknown for avifauna. The US EPA's Terrestrial Investigation Model (TIM) uses a method to estimate avian dermal LD50 values (and ultimately dermal exposure) that frequently results in unusually high dermal exposure and low dermal LD50 estimates. This is primarily a result of using organophosphate and carbamate toxicity data to develop the oral-dermal relationship. An estimated dermal LD50 is necessary to generate a dermal route equivalency factor that normalizes potency relative to oral toxicity within the dermal pathway dose equation. In this study, atrazine dermal absorption experiments were conducted with mallard, northern bobwhite, and rat skin. These data were used to derive an avian-mammal dermal route equivalency factor for atrazine and introduce a new approach for estimating dermal LD50 values and ultimately predicting exposure via the TIM dermal pathway. Compared to the default TIM method, this new approach yielded TIM output with lower mean total dose, lower dermal fraction of total dose, greater oral fraction of total dose, and reduced model predicted mortality for atrazine. In addition, the new approach was compared with other methods for estimating avian dermal LD50 values such as those proposed for use with mammalian data and physico-chemical properties and a triazine-specific oral dermal equation using mammalian LD50 data. The three alternative approaches resulted in output similar to one another and different from the default TIM methods. These results indicate that a dermal route equivalency factor derived from empirical data provides a higher avian dermal LD50 estimate that is consistent with other methods. In addition, the use of this dermal route equivalency factor results in greatly reduced modeled atrazine risk to birds than previously reported in US EPA risk assessments using TIM. (C) 2018 Elsevier B.V. All rights reserved.";"Atrazine; Avian dermal absorption; Avian risk assessment; Dermal exposure modeling; Terrestrial investigation model";2018;"SCIENCE OF THE TOTAL ENVIRONMENT";"Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"241";"REF0241";"WOS:000440189400001";"10.1093/gigascience/giy086";"Sohn, JI ; Nam, K ; Hong, H ; Kim, JM ; Lim, D ; Lee, KT ; Do, YJ ; Cho, CY ; Kim, N ; Chai, HH ; Nam, JW";"Whole genome and transcriptome maps of the entirely black native Korean chicken breed Yeonsan Ogye";"Background: Yeonsan Ogye (YO), an indigenous Korean chicken breed (Gallus gallus domesticus), has entirely black external features and internal organs. In this study, the draft genome of YO was assembled using a hybrid de novo assembly method that takes advantage of high-depth Illumina short reads (376.6X) and low-depth Pacific Biosciences (PacBio) long reads (9.7X). Findings: The contig and scaffold NG50s of the hybrid de novo assembly were 362.3 Kbp and 16.8 Mbp, respectively. The completeness (97.6%) of the draft genome (Ogye 1.1) was evaluated with single-copy orthologous genes using Benchmarking Universal Single-Copy Orthologs and found to be comparable to the current chicken reference genome (galGal5; 97.4%; contigs were assembled with high-depth PacBio long reads (50X) and scaffolded with short reads) and superior to other avian genomes (92%-93%; assembled with short read-only or hybrid methods). Compared to galGal4 and galGal5, the draft genome included 551 structural variations including the fibromelanosis (FM) locus duplication, related to hyperpigmentation. To comprehensively reconstruct transcriptome maps, RNA sequencing and reduced representation bisulfite sequencing data were analyzed from 20 tissues, including 4 black tissues (skin, shank, comb, and fascia). The maps included 15,766 protein-coding and 6,900 long noncoding RNA genes, many of which were tissue-specifically expressed and displayed tissue-specific DNA methylation patterns in the promoter regions. Conclusions: We expect that the resulting genome sequence and transcriptome maps will be valuable resources for studying domestic chicken breeds, including black-skinned chickens, as well as for understanding genomic differences between breeds and the evolution of hyperpigmented chickens and functional elements related to hyperpigmentation.";"Gallus gallus domesticus; Yeonsan Ogye; whole genome de novo assembly; transcriptome maps; hyperpigmentation";2018;"GIGASCIENCE";"Biology; Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"242";"REF0242";"WOS:000437258000003";"10.7717/peerj.5094";"Jessl, L ; Lenz, R ; Massing, FG ; Scheider, J ; Oehlmann, J";"Effects of estrogens and antiestrogens on gonadal sex differentiation and embryonic development in the domestic fowl (Gallus gallus domesticus)";"Since it is known that environmental contaminants have the potential to cause endocrine disorders in humans and animals, there is an urgent need for in vivo tests to assess possible effects of these endocrine disrupting chemicals (EDCs). Although there is no standardized guideline, the avian embryo has proven to be particularly promising as it responds sensitively to a number of EDCs preferentially impacting the reproductive axis. In the present study we examined the effects of in ovo exposure to fulvestrant and tamoxifen as antiestrogenic model compounds and co-exposure to both substances and the potent estrogen 17 alpha-ethinylestradiol (EE2) regarding sex differentiation and embryonic development of the domestic fowl (Gallus gallus domesticus). The substances were injected into the yolk of fertilized eggs on embryonic day 1. On embryonic day 19 sex genotype and phenotype were determined, followed by gross morphological and histological examination of the gonads. Sole EE2-treatment (20 ng/g egg) particularly affected male gonads and resulted in an increased formation of female-like gonadal cortex tissue and a reduction of seminiferous tubules. In ovo exposure to tamoxifen (0.1/1/10 mu/g egg) strongly impaired the differentiation of female gonads, led to a significant size reduction of the left ovary and induced malformations of the ovarian cortex, while fulvestrant (0.1/1/10 mu g/g egg) did not affect sexual differentiation. However, both antiestrogens were able to antagonize the feminizing effects of EE2 in genetic males when administered simultaneously. Since both estrogens and antiestrogens induce concentration-dependent morphological alterations of the sex organs, the chick embryo can be regarded as a promising model for the identification of chemicals with estrogenic and antiestrogenic activity.";"Gonad; Chicken embryo; Estrogen; Fulvestrant; Sex differentiation; Antiestrogen; 17 alpha-ethinylestradiol; Tamoxifen; Endocrine disruption";2018;"PEERJ";"Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"243";"REF0243";"WOS:000437097000029";"10.1038/s41598-018-28368-z";"Hiyama, G ; Mizushima, S ; Matsuzaki, M ; Tobari, Y ; Choi, JH ; Ono, T ; Tsudzuki, M ; Makino, S ; Tamiya, G ; Tsukahara, N ; Sugita, S ; Sasanami, T";"Female Japanese quail visually differentiate testosterone-dependent male attractiveness for mating preferences";"Biased mating due to female preferences towards certain traits in males is a major mechanism driving sexual selection, and may constitute an important evolutionary force in organisms with sexual reproduction. In birds, although the role of male ornamentation, plumage coloration, genetic dissimilarity, and body size have on mate selection by females have been examined extensively, few studies have clarified exactly how these characteristics affect female mate preferences. Here, we show that testosterone (T)-dependent male attractiveness enhances female preference for males of a polygamous species, the Japanese quail. A significant positive correlation between female mating preference and circulating Tin the male was observed. The cheek feathers of attractive males contained higher levels of melanin and were more brightly colored. The ability of females to distinguish attractive males from other males was negated when the light source was covered with a sharp cut filter (cutoff; < 640 nm). When females were maintained under short-day conditions, the expression of retinal red-sensitive opsin decreased dramatically and they became insensitive to male attractiveness. Our results showed that female preference in quail is strongly stimulated by male feather coloration in a T-dependent manner and that female birds develop a keen sense for this coloration due to upregulation of retinal red-sensitive opsin under breeding conditions.";NA;2018;"SCIENTIFIC REPORTS";"Multidisciplinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"244";"REF0244";"WOS:000434353500010";"10.1007/s00244-018-0520-3";"Schmude, E ; Ertl, HMH ; Taylor, RJ ; Mora, MA";"Using Feathers to Evaluate Adverse Effects of Metals on Northern Bobwhites (Colinus virginianus) in Texas";"Northern bobwhites (Colinus virginianus) have been declining across the range of the species primarily due to habitat loss and habitat fragmentation. There is increasing concern regarding effects related to elevated environmental contaminants, including pesticides and metals. Elevated concentrations of some metals are known to have adverse effects on reproduction, development, and survival in birds; however, little research has been conducted on metal exposure in wild bobwhites. We analyzed metal concentrations in the feathers of 60 bobwhites from 3 ecoregions in Texas and evaluated differences between age-class, gender, and location with the objective of determining if bobwhites in Texas are at increased risk of exposure to elevated metal concentrations. We found feather Pb concentrations above the established effect threshold of 4.0 A mu g/g dry weight at which sublethal and reproductive effects have been reported in birds. More than 25% (n = 16) of the samples analyzed had Pb concentrations above the effect threshold, including four that were five times above the threshold. We also observed slightly elevated feather Cd concentrations, above 0.1 A mu g/g dry weight, in 17% (n = 11) of the bobwhites analyzed. On average, juvenile bobwhites had higher concentrations of Ba, Co, Fe, Mn, Sr, and V compared to adults (p < 0.05). Additionally, concentrations of Al, Be, Co, Fe, Hg, Ni, Se, Sr, and Tl differed significantly between sampling locations, indicating a potential relationship between metal levels and local agricultural practices. The results of our study indicate a potential risk of sublethal effects of Pb and to a lesser extent Cd in bobwhites in Texas.";NA;2018;"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY";"Environmental Sciences; Toxicology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"245";"REF0245";"WOS:000435632800001";"10.1007/s00265-018-2528-0";"Rivera, M ; Louder, MIM ; Kleindorfer, S ; Liu, WC ; Hauber, ME";"Avian prenatal auditory stimulation: progress and perspectives";"Prenatal auditory stimulation is known to critically affect the development of acoustic preference and species recognition throughout ontogeny in birds. We focus our review on experimental studies that have used birds as model systems to explore the effects of prenatal auditory stimulation on the developing organism. To begin, we introduce concepts and terms of embryonic stages and learning and review the development of auditory perception and responsivity to acoustic stimulation in avian embryos. We then analyze studies that provide specific details of the effects of prenatal acoustic stimulation on the behavior, social preferences, and vocal production of both pre- and postnatal birds and discuss nuanced effects of the social and perceptual environment to which embryos may be exposed. We conclude that acoustic stimulation of avian embryos is a viable and critical model for future studies on the role of early experiences on the development of neural substrates and the resulting social affiliation patterns.";"Bioacoustics; Species recognition; Embryonic learning; Prenatal stimulation";2018;"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY";"Behavioral Sciences; Ecology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"246";"REF0246";"WOS:000432644600003";"10.1016/j.ygcen.2018.04.015";"Langen, EMA ; von Engelhardt, N ; Goerlich-Jansson, VC";"No evidence for sex-specific effects of the maternal social environment on offspring development in Japanese quail (Coturnix japonica)";"The social environment of reproducing females can cause physiological changes, with consequences for reproductive investment and offspring development. These prenatal maternal effects are often found to be sex-specific and may have evolved as adaptations, maximizing fitness of male and female offspring for their future environment. Female hormone levels during reproduction are considered a potential mechanism regulating sex allocation in vertebrates: high maternal androgens have repeatedly been linked to increased investment in sons, whereas high glucocorticoid levels are usually related to increased investment in daughters. However, results are not consistent across studies and therefore still inconclusive. In Japanese quail (Coturnix japonica), we previously found that pair-housed females had higher plasma androgen levels and tended to have higher plasma corticosterone levels than group-housed females. In the current study we investigate whether these differences in maternal social environment and physiology affect offspring sex allocation and physiology. Counter to our expectations, we find no effects of the maternal social environment on offspring sex ratio, sex-specific mortality, growth, circulating androgen or corticosterone levels. Also, maternal corticosterone or androgen levels do not correlate with offspring sex ratio or mortality. The social environment during reproduction therefore does not necessarily modify sex allocation and offspring physiology, even if it causes differences in maternal physiology. We propose that maternal effects of the social environment strongly depend upon the type of social stimuli and the timing of changes in the social environment and hormones with respect to the reproductive cycle and meiosis.";"Fetal programming; Steroids; Development; Mortality; Stress response; Sex allocation";2018;"GENERAL AND COMPARATIVE ENDOCRINOLOGY";"Endocrinology & Metabolism; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"247";"REF0247";"WOS:000434356700001";"10.1111/ibi.12585";"Scridel, D ; Brambilla, M ; Martin, K ; Lehikoinen, A ; Iemma, A ; Matteo, A ; Jahnig, S ; Caprio, E ; Bogliani, G ; Pedrini, P ; Rolando, A ; Arlettaz, R ; Chamberlain, D";"A review and meta-analysis of the effects of climate change on Holarctic mountain and upland bird populations";"Mountain regions are globally important areas for biodiversity but are subject to multiple human-induced threats, including climate change, which has been more severe at higher elevations. We reviewed evidence for impacts of climate change on Holarctic mountain bird populations in terms of physiology, phenology, trophic interactions, demography and observed and projected distribution shifts, including effects of other factors that interact with climate change. We developed an objective classification of high-elevation, mountain specialist and generalist species, based on the proportion oftheir breeding range occurring in mountain regions. Our review found evidence of responses of mountain bird populations to climate (extreme weather events, temperature, rainfall and snow) and environmental (i.e. land use) change, but we know little about either the underlying mechanisms or the synergistic effects of climate and land use. Long-term studies assessing reproductive success or survival of mountain birds in relation to climate change were rare. Few studies have considered shifts in elevational distribution over time and a meta-analysis did not find a consistent direction in elevation change. A meta-analysis carried out on future projections of distribution shifts suggested that birds whose breeding distributions are largely restricted to mountains are likely to be more negatively impacted than other species. Adaptation responses to climate change rely mostly on managing and extending current protected areas for both species already present, and for expected colonizing species that are losing habitat and climate space at lower elevation. However, developing effective management actions requires an improvement in the current knowledge of mountain species ecology, in the quality of climate data and in understanding the role of interacting factors. Furthermore, the evidence was mostly based on widespread species rather than mountain specialists. Scientists should provide valuable tools to assess the status of mountain birds, for example through the development of a mountain bird population index, and policy-makers should influence legislation to develop efficient agri-environment schemes and forestry practices for mountain birds, as well as to regulate leisure activities at higher elevations.";"avian physiology; biotic interactions; conservation; elevation shift; global warming; high-elevation species; interspecific competition; phenology; population dynamics; projections; snow; trophic mismatch";2018;"IBIS";"Ornithology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"248";"REF0248";"WOS:000443630900005";"10.1016/j.anireprosci.2018.04.061";"Druart, X ; de Graaf, S";"Seminal plasma proteomes and sperm fertility";"During ejaculation, the spermatozoa are transported by the seminal plasma, a fluid resulting from secretions originating mainly from the prostate and the seminal vesicles in mammals. The interaction of the seminal plasma with spermatozoa induces binding of seminal proteins onto the sperm surface and membrane remodeling potentially impacting the sperm transport, survival and fertilizing ability in the female genital tract. The seminal plasma also contains peptides and proteins involved in the inflammatory and immune response of the female tract. Therefore the seminal plasma proteome has been investigated in a large range of taxa, including mammals, birds, fishes and insect species. The association of the seminal plasma with semen preservation or fertility identified proteic markers of seminal plasma function in domestic species. This review summarizes the current knowledge in seminal plasma proteomes and proteic markers of sperm preservation in animal species.";"Seminal plasma; Proteome; Sperm; Fertility; Insemination; Mammal; Bird; Insect; Male; Reproduction";2018;"ANIMAL REPRODUCTION SCIENCE";"Agriculture, Dairy & Animal Science; Reproductive Biology; Veterinary Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"249";"REF0249";"WOS:000442934800001";"10.1093/biolinnean/bly056";"Jagnandan, K ; Higham, TE";"How rapid changes in body mass affect the locomotion of terrestrial vertebrates: ecology, evolution and biomechanics of a natural perturbation";"Animals rarely move through their natural habitat without experiencing an environmental perturbation, such as an obstacle or drop in height. However, rapid perturbations due to mass changes are little studied, and these can have significant impacts on the ecology and evolution of animal locomotion due to associated changes in relative muscle mass, altered body shape, shifts in the position of the centre of mass and changes in the overall load on the animal. These ecologically important situations arise during gravidity, parturition/oviposition, feeding, load bearing and autotomy. How these ubiquitous changes shape the function of animals in their natural habitat will have profound impacts on survival, and are thus crucial for understanding the functional ecology of locomotion. We first discuss locomotor perturbations, with an emphasis on the duration associated with them. We then address how commonly studied modes of rapid mass changes (e.g. parturition, autotomy, feeding) perturb locomotion by examining the effects of natural and artificial changes in mass on locomotor performance, kinematics, kinetics and muscle function in terrestrial animals, with an emphasis on non-human vertebrates. After a detailed discussion of the functional ecology of rapid mass changes, we generate a framework for future studies, including predictions for why some animals are more robust to changes in mass.";"autotomy; biomechanics; ecomechanics; loading; locomotion; mass; parturition";2018;"BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY";"Evolutionary Biology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
